"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"traveler:HIRING_ENGINEERS_END","I'm lucky that he is good lead.","ラッキーなことに、良い人材でした。"
"traveler:HIRING_ENGINEERS_END","Here is what I promised.","これ、約束の分です。"
"traveler:HIRING_ENGINEERS_END","I got two calls.","２件、問い合わせありました。"
"traveler:HIRING_ENGINEERS_END","One guy, he was good.","1人はいい人材です。"
"traveler:HIRING_ENGINEERS_END","Other one not so much.","もう１人はそうでもなかった。"
"traveler:HIRING_ENGINEERS_END","Thanks anyways.","とにかく感謝します。"
"traveler:HIRING_ENGINEERS_END","I got three calls.","３件、問い合わせがありました。"
"traveler:HIRING_ENGINEERS_END","Two guys were good.","２人はなかなかです。"
"traveler:HIRING_ENGINEERS_END","Last one was a fool. Didn't know basics.","最後のはダメ。基本をわかってない。"
"traveler:HIRING_ENGINEERS_END","But is ok. I appreciate.","でも、ありがとう。感謝します。"
"traveler:HIRING_ENGINEERS_END","I got four calls.","４件、問い合わせがありました。"
"traveler:HIRING_ENGINEERS_END","Three were civil engineers. Useless.","３人が土木エンジニアでした。使えない。"
"traveler:HIRING_ENGINEERS_END","I need mechanicals. I told you.","機械がわかる人がほしいと言ったでしょう。"
"traveler:HIRING_ENGINEERS_END","Anyway, is ok. Last guy very sharp.","まあ、それでもいいです。最後の人は頭が切れる。"
"traveler:HIRING_ENGINEERS_END","Thanks for the help.","手伝ってくれて、ありがとう。"
"traveler:FRIENDLY_GUARD0","Hello.","やぁ。"
"traveler:FRIENDLY_GUARD0","I heard that you are from Nirsk?","ニルスクから来たんだってな。"
"traveler:FRIENDLY_GUARD0","I grew up there but I have not been back in many years.","ボクもニルスク出身だが、何年も帰ってない。"
"traveler:FRIENDLY_GUARD0","@It is still a shit-hole. As before.","@相変わらず、どぶのような場所さ。"
"traveler:FRIENDLY_GUARD0","Haha, of course. This is what I remember too.","はっは、そうだろうな。ボクもひどい思い出しかない。"
"traveler:FRIENDLY_GUARD0","I am Sergiu. It is good to meet you.","ボクはSergiu。話せてよかった。"
"traveler:FRIENDLY_GUARD0","I will do my best to keep you safe.","キミの安全のため、全力を尽くすよ。"
"traveler:FRIENDLY_GUARD1","Thank you for yesterday.","昨日はありがとう。"
"traveler:FRIENDLY_GUARD1","My aim is not like before.","ボクの腕も、落ちたもんだよ。"
"traveler:FRIENDLY_GUARD2","There is more action at this checkpoint than in the war.","ここの検問所は、戦時中より事件が多いな。"
"traveler:FRIENDLY_GUARD2","I fought in Kolechia for 5 years.","ボクはコレチアで５年間戦ったんだが。"
"traveler:FRIENDLY_GUARD2","If you think it is bad in Arstotzka, it is ten times worse in Kolechia.","コレチアはアルストツカの10倍はひどかったよ。"
"traveler:FRIENDLY_GUARD2","I do not blame them for coming here.","コレチア人がここに来ようとするのも無理はない。"
"traveler:FRIENDLY_GUARD2","Anyways, you are doing well. Keep it up.","ともかく、いつもご苦労さん。頑張ってこうぜ。"
"traveler:FRIENDLY_GUARD3","Friend, how are you?","やぁ、元気かい？"
"traveler:FRIENDLY_GUARD3","I have a small favor to ask.","ちょっと頼みがあるんだ。"
"traveler:FRIENDLY_GUARD3","During the war, I met a beautiful girl.","戦時中、キレイな女の子と出会ってね。"
"traveler:FRIENDLY_GUARD3","I think about her every moment.","彼女のことが頭から離れない。"
"traveler:FRIENDLY_GUARD3","Yesterday I receive word that she is finally coming here.","ようやくこっちに来られると、昨日連絡があったんだ。"
"traveler:FRIENDLY_GUARD3","Please, let her pass and I will be in your debt.","頼む。どうか彼女を通してほしい。"
"traveler:FRIENDLY_GUARD3","Her name is Elisa.","彼女の名はElisaだ。"
"traveler:FRIENDLY_GUARD4","Thank you for everything.","何もかも感謝するよ。"
"traveler:FRIENDLY_GUARD4","Elisa is so happy here.","Elisaは、本当に嬉しそうだった。"
"traveler:FRIENDLY_GUARD4","She says our first son will have your name.","長男には、キミの名前付けるって言ってるよ。"
"traveler:FRIENDLY_GUARD4","This is fine but I told her I want a daughter first!","それもいいけど、ボクは娘が先に欲しいって言ったけどな！"
"traveler:FRIENDLY_GUARD4","I would like to show the locket to her.","彼女にロケットを見せたい。"
"traveler:FRIENDLY_GUARD4","Do you still have it?","まだ持ってるかい？"
"traveler:FRIENDLY_GUARD4","Ah, I missed not having this with me.","あぁ、どれだけコイツが恋しかったか。"
"traveler:FRIENDLY_GUARD4","It is not much, but we have found a small way to thank you.","大したことはできないが、お礼がしたい。"
"traveler:FRIENDLY_GUARD4","Elisa will deliver it to your home. I hope that it helps.","Elisaが家まで届けるよ。役に立つといいが。"
"traveler:FRIENDLY_GUARD4","Tomorrow I am transferred to another post.","ボクは明日から異動になった。"
"traveler:FRIENDLY_GUARD4","Stay safe my friend.","気をつけろ。"
"traveler:FRIENDLY_GUARD4","Elisa did not come.","Elisaは来なかったよ。"
"traveler:FRIENDLY_GUARD4","@She arrived, but her papers were not in order.","@彼女は来たが、書類に不備があった。"
"traveler:FRIENDLY_GUARD4","@Tell her to try again with the correct documents.","@正しい書類を揃えてまた来るように伝えてくれ。"
"traveler:FRIENDLY_GUARD4","You know this is impossible.","それは無理だって、知ってるだろ。"
"traveler:FRIENDLY_GUARD4","If you have the locket, give it back to me.","ロケットを持ってるなら、返してくれないか。"
"traveler:ELISA","Do you know Sergiu?","Sergiuを知ってる？"
"traveler:ELISA","He said you were friend. That you would help.","あなたは友達で、助けてくれると。"
"traveler:ELISA","Please, my family is gone.","お願い、もう家族はいない。"
"traveler:ELISA","I have only Sergiu left.","Sergiuしかいないの。"
"traveler:ELISA","@You do not have the required documentation.","@必要書類が不足しています。"
"traveler:ELISA","I tried for so long.","手は尽くした。"
"traveler:ELISA","They would not allow me to leave.","でも政府は私を国から出してくれない。"
"traveler:ELISA","I am denied?","拒否ですか？"
"traveler:ELISA","I understand.","わかりました。"
"traveler:ELISA","Please, tell Sergiu I will always love him.","お願い、Sergiuにいつまでも愛してる伝えて。"
"traveler:ELISA","We will be together in another life.","来世で一緒になりましょうと。"
"traveler:ELISA","Return this for him to remember me.","私を思い出せるよう、これを彼に返してあげて。"
"traveler:ELISA","Thank you so much.","どうもありがとう。"
"traveler:ELISA","I will never forget your kindness.","このご恩は一生忘れないわ。"
"traveler:ELISA","@He is waiting for you.","@彼が待っていますよ。"
"traveler:ELISA","My love.","ああ、Sergiu。"
"traveler:ELISA","I miss him.","ずっと会いたかった。"
"traveler:ELISA","@I am sorry. Sergiu was killed.","@残念ですが、Sergiuは殺されました。"
"traveler:ELISA","My Sergiu.","私のSergiu。"
"traveler:ELISA","Thank you for your kindness.","本当にありがとう。"
"traveler:ELISA","There is nothing for me here any more.","ここにはもう何もないわ。"
"traveler:ELISA","Thank you.","ありがとう。"
"traveler:PRISON_GUARD_REPORTDETAINS","You detained nobody.","１人も拘束しなかったな。"
"traveler:PRISON_GUARD_REPORTDETAINS","You detained only one person.","１人しか拘束しなかったな。"
"traveler:PRISON_GUARD_REPORTDETAINS","You detained ${Game/NumDetains} people.","${Game/NumDetains} 人拘束したな。"
"traveler:PRISON_GUARD0","Hello.","やぁ。"
"traveler:PRISON_GUARD0","@Are you the spy?","@貴方がスパイですか？"
"traveler:PRISON_GUARD0","What? No.","は？いや違う。"
"traveler:PRISON_GUARD0","I am guard here. My name is Calensk.","ここの護衛、Calenskだ。"
"traveler:PRISON_GUARD0","They told me I get good position, then send me here.","良い職だと言われて、ここに配備された。"
"traveler:PRISON_GUARD0","This is thanks I get.","職を得られたことはありがたい。"
"traveler:PRISON_GUARD0","Now they pay me almost nothing.","だが、給料はないようなものだな。"
"traveler:PRISON_GUARD0","@They pay us all as much.","@同じようなものです。"
"traveler:PRISON_GUARD0","Yes. But look.","そこで、だ。聞いてくれ。"
"traveler:PRISON_GUARD0","I get small bonus when you detain people.","アンタが拘束する度に、手当が少し出るんだ。"
"traveler:PRISON_GUARD0","More you detain, more they give me for processing.","アンタが拘束すればするほど、オレももっと連行手当がもらえる。"
"traveler:PRISON_GUARD0","But this is not fair, right? You should get something too.","でも、それって不公平だろ？アンタも何かもらうべきだ。"
"traveler:PRISON_GUARD0","So I fix this problem.","提案がある。"
"traveler:PRISON_GUARD0","I give you 5 credits from my bonus for every two people you detain.","アンタが２人拘束するごとに、オレの手当から５クレジットやる。"
"traveler:PRISON_GUARD0","Sounds like good deal to me.","おいしい話だと思わんか。"
"traveler:PRISON_GUARD0","I give money to you after I get paid.","手当が支払われたら、アンタに金を渡す。"
"traveler:PRISON_GUARD0","Let us make the best of this.","互いに最善を尽くそう。"
"traveler:PRISON_GUARD3","Here.","受け取れ。"
"traveler:PRISON_GUARD3","For bonus and selling bomb parts.","手当と爆弾の部品を売った分だ。"
"traveler:PRISON_GUARD3","They move our station to prison.","オレは牢の方に移されることになった。"
"traveler:PRISON_GUARD3","We still get bonus so keep detaining.~","手当は変わらず支給されるから拘束を続けてくれ。~"
"traveler:PRISON_GUARD3","I stop visiting you here.","ここに来るのは今日で最後だ。"
"traveler:PRISON_GUARD3","I will drop off money at your home instead.","これからは、アンタの家に金を置いてく。"
"traveler:PRISON_GUARD3","Every other night.","２日に一度、夜に寄るよ。"
"traveler:PRISON_GUARD_PAYOUT","What is going on?","一体、何をしてる？"
"traveler:PRISON_GUARD_PAYOUT","I am getting nothing because of you.","アンタのせいで手当が一切もらえない。"
"traveler:PRISON_GUARD_PAYOUT","Detain more people and we will both benefit.","もっと拘束してくれれば、互いの利益になる。"
"traveler:PRISON_GUARD_PAYOUT","Good morning.","おはよう。"
"traveler:PRISON_GUARD_PAYOUT","You are not detaining enough people.","拘束人数が足りないな。"
"traveler:PRISON_GUARD_PAYOUT","I have nothing to give you.","分け前なしだ。"
"traveler:PRISON_GUARD_PAYOUT","Detain more to share part of my bonus.","手当が分けられるよう、もっと拘束してくれ。"
"traveler:PRISON_GUARD_PAYOUT","Bonus is good, they pay ok.","手当は悪くない。ちゃんと支払われてる。"
"traveler:PRISON_GUARD_PAYOUT","It is not much though.","多くはないがな。"
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people and we do better.","拘束人数を増やせば、お互い得だろう。"
"traveler:PRISON_GUARD_PAYOUT","@This is not enough.","@これじゃ足りません。"
"traveler:PRISON_GUARD_PAYOUT","Yes, I know.","ああ、わかってる。"
"traveler:PRISON_GUARD_PAYOUT","My wife sick now. Neighbor spreads the flu.","女房が寝込んでてな。近所でインフルエンザが流行ってる。"
"traveler:PRISON_GUARD_PAYOUT","This is what is left after medicine.","薬を買ったら、残りはこれさ。"
"traveler:PRISON_GUARD_PAYOUT","I give you rest next time.","残りはまた今度渡す。"
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people to make it easier.","拘束人数を増やして、もっと楽しよう。"
"traveler:PRISON_GUARD_PAYOUT","Here is your cut.","これがアンタの取り分だ。"
"traveler:PRISON_GUARD_PAYOUT","@There is more from last time.","@前回よりは増えましたね。"
"traveler:PRISON_GUARD_PAYOUT","This is all I have now but soon I make up rest.","今はこれが精一杯だが、次までになんとかする。"
"traveler:PRISON_GUARD_PAYOUT","Again it is a little short.","まだ少ないがな。"
"traveler:PRISON_GUARD_PAYOUT","Keep detaining and I pay you back soon.","拘束を続けてくれ。すぐにちゃんと支払う。"
"traveler:PRISON_GUARD_BOMB","What is going on?","どうしたんだ？"
"traveler:PRISON_GUARD_BOMB","Oh. Hah.","ほぅ、なるほど。"
"traveler:PRISON_GUARD_BOMB","What is this amateur shit?","何だ、この素人のおもちゃは？"
"traveler:PRISON_GUARD_BOMB","@Should we evacuate?","@避難すべきですかね？"
"traveler:PRISON_GUARD_BOMB","For that little thing? No of course not.","このちっこいののためにか？バカ言うな。"
"traveler:PRISON_GUARD_BOMB","Just disable it. Open the cover.","解体するんだ。フタを開けろ。"
"traveler:PRISON_GUARD_BOMB","Stupid fucking terrorist.","無能なクソテロリストめ。"
"traveler:PRISON_GUARD_BOMB","Could not even add a display.","ディスプレイさえ、ありゃしない。"
"traveler:PRISON_GUARD_BOMB","@What should I do now?","@それで、どうしたら？"
"traveler:PRISON_GUARD_BOMB","This is poorest bomb I ever see. A simple mind created this.","こんなヒドイ爆弾、初めて見たな。単細胞が作ったんだろ。"
"traveler:PRISON_GUARD_BOMB","Just cut the wires in order.","順番にワイヤーを切ればいい。"
