"CONTEXT", "ID", "TEXT"
"traveler:PRISON_GUARD_PAYOUT","Detain more to share part of my bonus.","Buchte mehr Leute ein, dann kriegst du was von meinem Bonus."
"traveler:PRISON_GUARD_PAYOUT","Bonus is good, they pay ok.","Der Bonus ist gut, die zahlen anständig."
"traveler:PRISON_GUARD_PAYOUT","It is not much though.","Aber viel ist das nicht."
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people and we do better.","Wenn du noch mehr Leute einbuchtest, geht's uns besser."
"traveler:PRISON_GUARD_PAYOUT","@This is not enough.","@Das reicht nicht."
"traveler:PRISON_GUARD_PAYOUT","Yes, I know.","Ja, ich weiß."
"traveler:PRISON_GUARD_PAYOUT","My wife sick now. Neighbor spreads the flu.","Meine Frau ist jetzt krank. Die Nachbarn stecken alle mit der Grippe an."
"traveler:PRISON_GUARD_PAYOUT","This is what is left after medicine.","Ich mußte Medikamente kaufen, und das ist noch übrig geblieben."
"traveler:PRISON_GUARD_PAYOUT","I give you rest next time.","Den Rest kriegst du nächstes Mal."
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people to make it easier.","Du kannst es mir leichter machen, indem du mehr Leute einbuchtest."
"traveler:PRISON_GUARD_PAYOUT","Here is your cut.","Hier, dein Anteil."
"traveler:PRISON_GUARD_PAYOUT","@There is more from last time.","@Du schuldest mir noch was vom letzten Mal."
"traveler:PRISON_GUARD_PAYOUT","This is all I have now but soon I make up rest.","Mehr habe ich jetzt nicht, aber bald kommt der Rest."
"traveler:PRISON_GUARD_PAYOUT","Again it is a little short.","Ich bin wieder knapp bei Kasse."
"traveler:PRISON_GUARD_PAYOUT","Keep detaining and I pay you back soon.","Schön weiter verhaften, und bald hast du dein Geld."
"traveler:PRISON_GUARD_BOMB","What is going on?","Was ist los?"
"traveler:PRISON_GUARD_BOMB","Oh. Hah.","Oh. Haha."
"traveler:PRISON_GUARD_BOMB","What is this amateur shit?","Was ist denn das für ein Spielzeug?"
"traveler:PRISON_GUARD_BOMB","@Should we evacuate?","@Sollen wir evakuieren?"
"traveler:PRISON_GUARD_BOMB","For that little thing? No of course not.","Wegen dem Ding da? Ach, was, natürlich nicht."
"traveler:PRISON_GUARD_BOMB","Just disable it. Open the cover.","Entschärf's einfach. Mach die Abdeckung auf."
"traveler:PRISON_GUARD_BOMB","Stupid fucking terrorist.","Was sind diese Terroristen doch dämlich."
"traveler:PRISON_GUARD_BOMB","Could not even add a display.","Nicht mal eine Anzeige hat das Ding."
"traveler:PRISON_GUARD_BOMB","@What should I do now?","@Was soll ich tun?"
"traveler:PRISON_GUARD_BOMB","This is poorest bomb I ever see. A simple mind created this.","Das ist die armseligste Bombe, die ich jemals gesehen habe. Die kann nur ein Vollidiot zusammengebaut haben."
"traveler:PRISON_GUARD_BOMB","Just cut the wires in order.","Schneid' einfach die Drähte der Reihe nach durch."
"traveler:PRISON_GUARD_BOMB","Ok, all done. Back to work.","Gut, fertig. Zurück an die Arbeit."
"traveler:PRISON_GUARD_BOMB","@We should close the checkpoint.","@Wir sollten den Übergang schließen."
"traveler:PRISON_GUARD_BOMB","Bullshit. I need to earn money today.","Schwachsinn, ich muß heute doch was verdienen!"
"traveler:PRISON_GUARD_BOMB","Give bomb to me.","Gib mal die Bombe."
"traveler:PRISON_GUARD_BOMB","I sell materials and give you cut.","Ich verkaufe die Einzelteile, und du kriegst deinen Anteil."
"traveler:PRISON_GUARD_BOMB","What a piece of shit.","Mann, was ist das doch für ein Müll."
"traveler:PRISON_GUARD_BOMB","I doubt it is even worth much.","Glaub nicht, daß das Zeug überhaupt viel wert ist."
"traveler:PRISON_GUARD_BOMB","Call the next immigrant.","Ruf den Nächsten heran."
"traveler:TIME_BOMBER","DEATH TO ARSTOTZKA!","NIEDER MIT ARSTOTZKA!"
"traveler:BOSS_REPORTCITATIONS","You have received no citations.","Sie haben keinen Verweis bekommen."
"traveler:BOSS_REPORTCITATIONS","You have received one citation.","Sie haben einen Verweis bekommen."
"traveler:BOSS_REPORTCITATIONS","You have received ${Game/NumCitations} citations.","Sie haben ${Game/NumCitations} Verweise bekommen."
"traveler:BOSS0","So.~","Nun ...~"
"traveler:BOSS0","You are inspector here.~","Sie sind hier der Inspektor.~"
"traveler:BOSS0","That makes you my responsibility.~","Also bin ich für Sie verantwortlich.~"
"traveler:BOSS0","You make Arstotzka proud.~","Auf Sie kann Arstotzka stolz sein.~"
"traveler:BOSS0","Hang it on wall here.","Hängen Sie das da an die Wand."
"traveler:BOSS0","I return in 10 days.~","Ich komme in 10 Tagen wieder.~"
"traveler:BOSS0","Maintain your diligence.","Bleiben Sie auch weiter wachsam."
"traveler:BOSS0","Glory to Arstotzka.","Es lebe Arstotzka."
"traveler:BOSS0","Perhaps it was mistake to rely on lottery.","Vielleicht war es ein Fehler, sich auf die Lotterie zu verlassen."
"traveler:BOSS0","Let this motivate you.~","Hier, zur Motivation.~"
"traveler:BOSS0","Do not embarrass me.","Machen Sie mir keine Schande."
"traveler:BOSS0","It makes me look like fool to trust lottery.~","Ich komme mir wie ein Idiot vor, daß ich mich auf die Lotterie verlassen habe.~"
"traveler:BOSS0","Let this motivate you to improve.~","Hier, damit Sie weiter an sich arbeiten.~"
"traveler:BOSS0","Do not embarrass me further.","Blamieren Sie mich ja nicht noch einmal."
"traveler:BOSS1","It is too early to come all the way out here.","Es ist viel zu früh, um den ganzen Weg hier rauszukommen."
"traveler:BOSS1","The smell at this checkpoint makes me sick.","Mir wird ganz schlecht von dem Gestank hier."
"traveler:BOSS1","Where is plaque I gave you?","Wo ist die Urkunde, die ich Ihnen gegeben habe?"
"traveler:BOSS1","Why is it not on wall?","Warum hängt die nicht an der Wand?"
"traveler:BOSS1","What is other shit hanging here?","Was ist denn das für ein Scheiß, der da hängt?"
"traveler:BOSS1","These walls are for official plaques only.","An diese Wände haben Sie nur offizielle Urkunden zu hängen."
"traveler:BOSS1","Your pay will be docked for violation.","Zur Strafe wird Ihr Lohn einbehalten."
"traveler:BOSS1","@It will not happen again.","@Es wird nicht wieder vorkommen."
"traveler:BOSS1","At least you are performing well.","Immerhin leisten Sie gute Arbeit."
"traveler:BOSS1","Continue this honorable service.","Versehen Sie weiter Ihren ehrenhaften Disnst."
"traveler:BOSS1","At least your performance is not terrible.","Immerhin sind Ihre Leistungen nicht vollkommen indiskutabel."
"traveler:BOSS1","Do not slip further.","Aber reißen Sie sich besser mal am Riemen."
"traveler:BOSS1","And your performance is terrible.","Und Ihre Leistung hier ist nur noch zum Schämen."
"traveler:BOSS1","Maybe you have forgotten what your job is.","Vielleicht ist Ihnen ja entfallen, was genau Sie hier eigentlich zu tun haben."
"traveler:BOSS1","There are many more who can take your place.","Ihren Platz können jede Menge Leute einnehmen."
"traveler:BOSS1","Now.","Und zwar sofort."
"traveler:BOSS1","I have old friend coming through.","Eine alte Freundin von mir kommt hier bald vorbei."
"traveler:BOSS1","Approve her entry.","Die winken Sie durch."
"traveler:BOSS1","She is Shae Piersovska.~","Ihr Name ist Shae Piersowska.~"
"traveler:BOSS1","I do not want to hear of any trouble to her.","Und daß ich von ihr ja keine Klagen zu hören bekommen."
"traveler:BOSS1","Glory to Arstotzka.","Es lebe Arstotzka."
"traveler:BOSS2","You little bastard.~","Du kleiner Mistkerl.~"
"traveler:BOSS2","Shae thinks I am powerless fool now.","Shae glaubt jetzt, daß ich hier überhaupt nichts zu melden habe."
"traveler:BOSS2","It was made very clear to let her through.","Ich hatte dir doch ganz klar gesagt, daß du sie durchlassen sollst."
"traveler:BOSS2","Now I must think about the consequences for you.~","Jetzt muß ich mir für dich was Schönes einfallen lassen.~"
"traveler:BOSS2","Maybe this place not so bad.","Vielleicht ist es hier ja gar nicht so übel."
"traveler:BOSS2","With everything going on, checkpoint visit is nice break.~","Bei all dem, was gerade geschieht, ist so ein Besuch am Grenzübergang die reinste Erholung.~"
"traveler:BOSS2","You still do not hang the plaques.","Du hängst ja immer noch nicht die Urkunden auf."
"traveler:BOSS2","Why do you not hang both plaques?","Warum hängst du nicht die beiden Urkunden auf?"
"traveler:BOSS2","But again you have unauthorized items on wall.","Aber diesen ganzen Müll da, den hängst du dir wohl nur zu gerne an die Wand."
"traveler:BOSS2","I warned before.~","Ich hab dich gewarnt.~"
"traveler:BOSS2","But what is other shit hanging here?","Aber was hängt da denn noch für ein Scheiß an der Wand?"
"traveler:BOSS2","These walls are for official plaques only.","An diese Wände hast du nur offizielle Urkunden zu hängen."
"traveler:BOSS2","Your pay will be docked for violation.","Zur Strafe wird dein Lohn einbehalten."
"traveler:BOSS2","@It will not happen again.","@Es wird nicht wieder vorkommen."
"traveler:BOSS2","There are no more plaques.","Es gibt keine Urkunden mehr."
"traveler:BOSS_BUDDY","How is Dimitri?","Wie geht es Dimitri?"
"traveler:BOSS_BUDDY","I hear he runs checkpoint now.","Wie ich höre, leitet er jetzt den Übergang."
"traveler:BOSS_BUDDY","It looks like somewhere he would fit in.","Mir scheint, der paßt hier gut hin."
"traveler:BOSS_BUDDY","I bet he is still terrible boss.","Ich wette, der ist immer noch ein schrecklicher Boß."
"traveler:BOSS_BUDDY","You know, Dimitri asked me to come.","Wissen Sie, Dimitri hat mich gebeten, hierher zu kommen."
"traveler:BOSS_BUDDY","Said I would get through.","Er hat gesagt, ich kann einfach durchgehen."
"traveler:BOSS_BUDDY","But I guess he is not so much in control.","Aber anscheinend hat der hier doch nicht so viel zu melden."
"traveler:BOSS_BUDDY","I hope Dimitri tires more easily now.","Ich hoffe, Dimitri wird jetzt schneller müde."
"traveler:BOSS_BUDDY","I do not want to stay long in Arstotzka.","Ich hab nicht vor, lange in Arstotzka zu bleiben."
"traveler:BOSS_BUDDY","Ah, I would not do that.","Ach, das würde ich an Ihrer Stelle nicht tun."
"traveler:BOSS_BUDDY","Dimitri is not forgiving person.","Dimitri ist niemand, der so schnell verzeiht."
"traveler:BOSS_BUDDY","I am no fool.","Ich bin nicht blöd."
"traveler:BOSS_BUDDY","This is inconvenience, but I am not worried for myself.","Das kommt mir jetzt ungelegen, aber um mich selbst mache ich mir keine Sorgen."
"traveler:BOSS_BUDDY","Tell Dimitri I said hello.","Richten Sie Dimitri einen schönen Gruß von mir aus."
"traveler:BOSS_ANGRY","You worthless urchin.~","Du wertloses Stück Scheiße.~"
"traveler:BOSS_ANGRY","I had to pull many strings to get Shae out.","Ich mußte alle Register ziehen, um Shae da wieder rauszuholen."
"traveler:BOSS_ANGRY","It was made very clear to let her through.~","Ich hatte dir doch ganz klar gesagt, daß du sie durchlassen sollst.~"
"traveler:BOSS_ANGRY","My patience with you has run out.~","Meine Geduld mit dir hat jetzt ein Ende.~"
"traveler:KID_KILLER0","Look at it.~","Schauen Sie sich das gut an.~"
"traveler:KID_KILLER0","Simon Wens took her from me.~","Simon Wens hat sie mir genommen.~"
"traveler:KID_KILLER0","I follow him for many weeks.","Ich folge ihm schon seit vielen Wochen."
"traveler:KID_KILLER0","I know he comes here soon.~","Ich weiß, daß er bald hierher kommt.~"
"traveler:KID_KILLER0","It is big favor I ask, but is important.","Ich weiß, das ist kein kleiner Gefallen, um den ich Sie da bitte, doch es ist wichtig."
"traveler:KID_KILLER0","Let him through if you see him.","Lassen Sie ihn durch, wenn Sie ihn sehen."
"traveler:KID_KILLER0","But take his passport first.~","Aber nehmen Sie ihm zuerst den Paß ab.~"
"traveler:KID_KILLER0","I come back.","Ich komme wieder."
"traveler:KID_KILLER0","You give me his passport and I track him down.~","Sie geben mir seinen Paß, und ich spüre ihn auf.~"
"traveler:KID_KILLER0","I make him suffer like he did to Julia.~","Ich werde ihn so leiden lassen wie er Julia hat leiden lassen.~"
"traveler:KID_KILLER1","What the fuck!","Was zur Hölle!?"
"traveler:KID_KILLER2","Did you see him?","Haben Sie ihn gesehen?"
"traveler:KID_KILLER2","Give his passport to me.","Geben Sie mir seinen Paß."
"traveler:KID_KILLER2","Hmmm.~","Hmmm.~"
"traveler:KID_KILLER2","I know this city.","Ich kenne diese Stadt."
"traveler:KID_KILLER2","He will be easily found.","Der wird leicht zu finden sein."
"traveler:KID_KILLER2","Let me through.","Lassen Sie mich durch."
"traveler:KID_KILLER2","Thank you.","Danke."
"traveler:KID_KILLER2","Now please, give back my daughter's photo.","Und jetzt geben Sie mir bitte das Foto meiner Tochter zurück."
"traveler:KID_KILLER2","I show it to him while he suffers.","Das werde ich ihm zeigen, während er leidet."
"traveler:KID_KILLER2","You heartless scum.","Sie herzloses Stück Dreck."
"traveler:KID_KILLER2","Give back my daughter's photo.","Geben Sie mir sofort das Foto meiner Tochter zurück."
"traveler:KID_KILLER2","My Julia.~","Meine Julia ...~"
"traveler:KID_KILLER2","Read the news tomorrow.","Lesen Sie morgen die Zeitung."
"traveler:KID_KILLER2","She was just little girl.","Sie war doch nur ein kleines Mädchen."
"traveler:KID_KILLER2","@I do not know what you are talking about.","@Ich habe keine Ahnung, wovon Sie da reden."
"traveler:KID_KILLER2","Damnit.","Verdammt."
"traveler:KID_KILLER2","She was just a little girl.","Sie war doch nur ein kleines Mädchen."
"traveler:KID_KILLER2","@Yes. He has been arrested.","@Ja. Er ist verhaftet worden."
"traveler:KID_KILLER2","What? I asked you to let him pass.","Was?! Ich hatte Sie doch gebeten, ihn durchzulassen!"
"traveler:KID_KILLER2","There will be no true justice now.","Jetzt wird er seiner gerechten Strafe entgehen."
"traveler:KID_KILLER2","@Yes. He ran off.","@Ja. Er ist weggerannt."
"traveler:KID_KILLER2","Ran off? Which way?","Weggerannt?! Wohin?!"
"traveler:KID_KILLER2","@I do not know. Back into Kolechia.","@Keine Ahnung. Zurück nach Kolechien."
"traveler:KID_KILLER2","Damn it.","Verdammt."
"traveler:KID_KILLER2","@I have no photos.","@Ich habe keine Fotos."
"traveler:KID_KILLER2","Heartless bastard.","Herzloser Wichser."
"traveler:RESISTER","No.","Nein."
"traveler:RESISTER","I am not leaving.","Ich werde nicht gehen."
"traveler:RESISTER","@You are delaying the line.","@Sie halten die Abfertigung auf."
"traveler:RESISTER","I refuse!","Ich will aber nicht!"
"traveler:RESISTER","You fools better to not touch me.","Ihr faßt mich lieber nicht an."
"traveler:RESISTER","I will explode like wild tiger.","Sonst explodiere ich wie ein wilder Tiger."
"traveler:RESISTER","I have every right to enter Arstotzka.","Ich habe jedes Recht der Welt, nach Arstotzka einzureisen."
"traveler:RESISTER","You think I am joking but tiger does not joke.","Ihr glaubt wohl, das ist ein Scherz, aber ein Tiger macht keine Scherze."
"traveler:RESISTER","Let me through!","Lasst mich durch!"
"traveler:JOURNALIST_FIRST","I write report on conditions in Arstotzka.","Ich arbeite an einem Bericht über die Verhältnisse in Arstotzka."
"traveler:JOURNALIST_FIRST","As long as it takes.","So lange wie nötig."
"traveler:JOURNALIST_FIRST","@You are missing required papers.","@Sie haben nicht alle erforderlichen Papiere."
"traveler:JOURNALIST_FIRST","I am journalist.","Ich bin Journalist."
"traveler:JOURNALIST_FIRST","You have my pass there.","Sie haben da doch meinen Paß."
"traveler:JOURNALIST_FIRST","This is outrage!","Ein Skandal ist das!"
"traveler:JOURNALIST_FIRST","Why am I denied?","Warum weisen Sie mich ab?"
"traveler:JOURNALIST_FIRST","@Your press pass is worthless for entry.","@Ihr Presseausweis ist für die Einreise nicht von Bedeutung."
"traveler:JOURNALIST_FIRST","This is violation of rights.","Sie verletzen meine Grundrechte!"
"traveler:JOURNALIST_FIRST","I will not lay down for your corrupt abuses.","Ihren korrupten Machtmißbrauch muß ich mir nicht bieten lassen!"
"traveler:JOURNALIST_FIRST","Expect to read about this!","Darüber werden Sie noch was Schönes zu lesen bekommen!"
"traveler:JOURNALIST_FIRST","You are slowest inspector I have ever seen.","Sie sind der langsamste Inspektor, den ich jemals erlebt habe."
"traveler:JOURNALIST_FIRST","No wonder Arstotzka is screwed.","Kein Wunder, daß Arstotzka vor die Hunde geht."
"traveler:JOURNALIST","I cover big story.","Ich bin an einer großen Story dran."
"traveler:JOURNALIST","I cannot say.","Dazu kann ich nichts sagen."
"traveler:JOURNALIST","Maybe few days, maybe few weeks.","Vielleicht ein paar Tage, vielleicht ein paar Wochen."
"traveler:JOURNALIST","@You are missing required papers.","@Sie haben nicht alle erforderlichen Papiere."
"traveler:JOURNALIST","I am reporter and have right to enter.","Ich bin Reporter und habe ein Recht darauf, hier einzureisen."
"traveler:JOURNALIST","Give me visa stamp.","Los, stempeln Sie mir ein Visum in den Paß."
"traveler:JOURNALIST","@This pass means nothing.","@Dieser Paß bringt Ihnen hier rein gar nichts."
"traveler:JOURNALIST","Fascist!","Faschist!"
"traveler:JOURNALIST","Such inefficiency is stunning.","Ein solches Maß an Unfähigkeit ist wirklich verblüffend."
"traveler:FAMILIAR_FACE","Hey I know you.","Hey, dich kenn' ich doch."
"traveler:FAMILIAR_FACE","You are from Nirsk?","Bist du aus Nirsk?"
"traveler:FAMILIAR_FACE","I worked with your father for many years.","Ich habe viele Jahre lang mit deinem Vater zusammengearbeitet."
